prompt_id,bucket,prompt_variant,ref_pack,generation_seconds,overall_style_score,pitch_similarity,rhythm_similarity,texture_similarity,spectral_similarity,candidate_path,report_path
bmk_clipped_question,clipped_question,base,clipped_low_latency,4.128,0.348,0.4861,0.0,0.8647,0.2677,C:\dev\aro-voice-style-lab\outputs\routed_policy\character_b_weak_bucket_ablation_worker\clipped_question\clipped_low_latency\run_01\bmk_clipped_question\neutral_variant_01.wav,C:\dev\aro-voice-style-lab\reports\quality\routed_policy\character_b_weak_bucket_ablation_worker\clipped_question\clipped_low_latency\run_01\bmk_clipped_question_report.json
