prompt_id,bucket,prompt_variant,ref_pack,generation_seconds,overall_style_score,pitch_similarity,rhythm_similarity,texture_similarity,spectral_similarity,candidate_path,report_path
bmk_interruption_restart,interruption_restart,base,staccato,9.876,0.5285,0.7822,0.1855,0.7001,0.64,C:\dev\aro-voice-style-lab\outputs\routed_policy\character_b_weak_bucket_ablation_worker\interruption_restart\staccato\run_01\bmk_interruption_restart\neutral_variant_01.wav,C:\dev\aro-voice-style-lab\reports\quality\routed_policy\character_b_weak_bucket_ablation_worker\interruption_restart\staccato\run_01\bmk_interruption_restart_report.json
